customer_sentiment,conversation
neutral, hi alex im calling to inquire about the status of my refund for an air conditioner that i returned  my order number is 987654 and i purchased it on the 15th of last month  on hold for a minute  okay let me check  checks the statement yes i see the refund has been processed thank you for your help alex  no thats all thank you
neutral, hi sarah i received a smartwatch from brownbox and i would like to return it can you help me with that  yes my order number is 123456 and my email address is janedoeemailcom  a return fee i wasnt aware of that why is there a fee  i see well i dont think i have any other option ill have to pay the fee can you guide me through the return process  okay ill do that how long will it take to process the return and get my refund  alright i understand thank you for your help sarah  no thats all for now goodbye
neutral, hi tom i recently bought a pair of shorts from your website but they dont fit me well i want to return them  sure my order number is bb123456 and i want to return the shorts as they dont fit me well agent transfers the call to the returns and exchanges team returns and exchanges team thank you for calling brownbox returns and exchanges my name is emily how may i assist you today  hi emily i recently bought a pair of shorts from your website but they dont fit me well i want to return them returns and exchanges team im sorry to hear that may i know your order number and the reason for return  sure my order number is bb123456 and i want to return the shorts as they dont fit me well returns and exchanges team thank you for providing the details we will initiate the return process for you however we need to check the sellers return policy for the shorts  okay please let me know returns and exchanges team the sellers return policy for the shorts is that they accept returns within 30 days of delivery however the shorts must be in their original condition with tags attached to them  okay i understand can you help me with the return process returns and exchanges team sure i can help you with that to process the return we need to create a return request please provide me with your email address and i will send you the return request  my email address is johndoeemailcom returns and exchanges team thank you i have sent you the return request to your email address please follow the instructions in the email to initiate the return process  okay i received the email do i need to pay any return fee returns and exchanges team no you dont need to pay any return fee since the shorts are in their original condition  okay thank you for your help emily returns and exchanges team youre welcome is there anything else i can assist you with today  no thats all for now returns and exchanges team alright thank you for choosing brownbox and have a great day  you too goodbye returns and exchanges team goodbye
neutral, hi alex i recently purchased a smart band from your website and i noticed that there is a mismatch in warranty terms between the website and the physical warranty card can you help me with this  sure my order number is bb123456 and the website shows a warranty of 12 months while the physical warranty card that came with the product shows only 6 months agent puts the  on hold to check the order details  thats good to hear but what about the physical warranty card that came with the product  okay that makes sense but what if i lose the physical warranty card will i still be able to claim the warranty  thats great to know thank you for clarifying this for me alex  no thats all for now thanks again for your help  you too goodbye
neutral, hi im calling to check the confirmation and status of my vacuum cleaner order  sure the order number is 12345678 and my name is jane doe  yes please i need the vacuum cleaner as soon as possible  okay i see can you tell me when i can expect the delivery then  alright ill keep that in mind is there anything else i need to do  okay thank you for your help
negative, hi sophia i am having trouble receiving the otp for verifying my mobile number and email address while purchasing a juicermixergrinder  my order number is bb67890  my mobile number is 9876543210 and my email address is johndoegmailcom agent puts the  on hold to check the issue  this is ridiculous i have been trying to purchase the juicermixergrinder for the last two days and i am not able to receive the otp  yes my mobile number is 9876543210 and my email address is johndoegmailcom agent initiates the otp delivery process from her end  yes i received the otp its 123456  thank you sophia i appreciate your help  no thats all for now  you too goodbye
negative, hi john i ordered a printer from your website a week ago but i havent received it yet i tried tracking the order but im unable to do so can you help me with this  sure its bb123456  what kind of unforeseen circumstances and when can i expect to receive my order  yes please i need to know when i can expect to receive my order  okay thats good to know but im still unable to track my order can you help me with that  alright ill wait for the delivery then but im not happy with the delay and the tracking issue can you compensate me for the inconvenience caused  yes that would be great thank you  no thats all thank you for your help john
negative, hi im having an issue with a shirt i received from brownbox  sure its bb123456789  i received the wrong size shirt and i would like to return it and get a replacement  okay ill hold  its frustrating i needed that shirt for an event  okay but how long will it take to get the replacement  thats too long i needed it for an event this weekend  its shrt789  okay ill hold  thats great news thank you  no thats all thank you for your help  thank you you too goodbye
neutral, hi rachel i have an issue with my laptop that i purchased from your website its not working properly and i need to claim the warranty for a replacement  my order number is 456789 and i purchased it on the 5th of last month  is on hold for a minute  the laptop is not starting up and the screen is blank  yes i have tried restarting the laptop multiple times but its not working  is on hold for a minute  can you guide me through the process over the phone please  yes thats fine what is the next step after that  no thats all thank you for your help
negative, hi john my name is rachel and i have an issue with the electric cooker i received from your company  yes my order number is bb123456789  the electric cooker i received stopped working after the return period and i need a replacement  but i need a replacement i cannot use it anymore  no i havent can you please help me with that  yes i have checked that and it is properly plugged in  yes i have checked that and it is not tripped  no i havent checked that how do i check that  okay i will try that  alright thank you john
negative, hi jane i am extremely frustrated i placed an order for an induction cooktop and the delivery was made to the wrong address  sure its bb987654321 agent puts the  on hold for a few minutes  this is unacceptable i need the cooktop urgently and i cant wait for long agent puts the  on hold for a few minutes  how long will it take  this is really frustrating i need the cooktop for my restaurant and i am losing business because of the delay  no i just want to know when i can expect the delivery  okay please do that  no thats it  thank you bye
positive, hi sarah this is rachel i placed an order for a wristwatch a few days ago and i wanted to confirm the status of my order  yes my order number is bb123456789  sure no problem agent puts the  on hold for a few minutes while checking the order status  great thank you for letting me know sarah  no thats all thank you for your help  i appreciate your assistance sarah have a great day
negative, hi there i am trying to order an electric cooker but it seems that i am unable to order it for my location  my name is jane doe and my email address is janedoeemailcom  yes its sku number 123456  is put on hold for a few minutes  no i dont want the electric cooker deluxe i specifically want the one i selected why is it not available for my location  no i dont want any other model i want the one i selected can you do something about it  yes please transfer me  is transferred to a more experienced team member  yes its sku number 123456  is put on hold for a few minutes  no i dont want the electric cooker deluxe i specifically want the one i selected why is it not available for my location  no i dont want any other model i want the one i selected can you do something about it  okay that sounds fair how long will it take for the electric cooker to become available  alright ill take the rain check thank you for your help  no thats all thank you again
neutral, hi im trying to log in to my brownbox account to purchase a stroller but its asking me to verify my mobile number or email address why is that  no i havent how do i do that  yes my registered mobile number is 5555555555  okay let me try that  tries to verify the mobile number but fails to receive the verification code  im not receiving the verification code what should i do  yes the phone number is correct and i dont have any sms blocking services enabled  is put on hold for a minute  okay let me try  tries again and receives the verification code  i received the verification code what do i do next  okay let me do that  verifies the mobile number successfully  i verified my mobile number successfully thank you for your help  no thats all thank you  you too goodbye
negative, hi john i have an issue with the blood pressure monitor i purchased from brownbox i want to return it  my name is sarah and my order number is 123456789  the monitor is not working properly its giving me incorrect readings  what do you mean i only used it a few times  this is ridiculous i want a refund  i dont want a replacement or repair i want a refund  this is unacceptable i want to speak to your manager  fine please do that  my phone number is 987654321 and my email is sarahemailcom  no thats all for now  goodbye
neutral, hi sarah i received a microwave oven from brownbox but its not working correctly i would like to return it and get a replacement  yes its bb789012 agent puts the  on hold briefly to look up the information  the microwave oven is not heating the food properly  no i havent tried anything yet  yes thats fine  okay ill try that  tries the troubleshooting steps  its still not working  yes please  no thats all thank you sarah  thank you sarah you too goodbye
neutral, hi i recently purchased a wet grinder from your website and i noticed a mismatch in the warranty terms between the website and the physical warranty card can you help me with this  sure my order number is bb987654321 and the warranty card states that the warranty period is for one year but the website mentions two years  okay ill hold  okay but what about the error on the website can it be corrected  actually i seem to have lost the warranty card can i get a new one  sure my address is 123 main street anytown usa  no thats all thank you for your help  thanks you too bye
neutral, hi rachel i received a microwave oven from brownbox but its not working correctly i want to return it and get a replacement  sure its bb987654321  the microwave runs for a few seconds and then shuts down i have tried everything but its not working  i want a replacement  yes i received a cookbook and a set of microwavesafe bowls  okay that sounds good  no thats all for now
neutral, hi i recently ordered a speaker from your website and i was wondering if theres any way to get it delivered faster than the estimated delivery time  sure my order number is bb789012 and my email address is johnsmithemailcom  yes please do that i really need the speaker for an event this weekend  thats too late is there any way to expedite the shipping or upgrade to a faster delivery option  yes please do that  my zip code is 12345  yes please do that im willing to pay the extra charge  no thats all thank you for your help  thanks you too goodbye
neutral, hi jack i need to change the password for my account can you help me with that  my email address is johndoeemailcom and my order number is bb123456 i purchased a hand blender  i tried that but its not working it says that my current password is incorrect  my name is john doe and my billing address is 1234 main street anytown usa my phone number is 1234567890 agent puts the  on hold briefly to reset the password  thank you jack i appreciate your help  no thats all for now thank you again  you too jack goodbye
negative, hi john i am calling about a billing discrepancy on my recent purchase of an inverter i was overcharged on my invoice and i need it rectified  yes my order number is bb789012 and i was charged 500 more than the actual price of the inverter agent puts the call on hold after a few minutes  24 hours thats unacceptable i need this issue to be resolved immediately  alright ill wait for their call but i want to know what steps you will take to ensure that this doesnt happen again  okay i hope youre right but im still not satisfied with the service provided can i speak to your supervisor agent transfers the call to the supervisor supervisor hello this is david the supervisor i understand that you have a billing discrepancy issue sir how may i assist you  yes i was overcharged on my invoice and i need it rectified immediately supervisor im sorry to hear that sir let me check your order details and see what i can do to resolve this issue please hold for a moment supervisor puts the call on hold after a few minutes supervisor thank you for holding sir i have reviewed your order details and i can see that there was a billing error i will personally ensure that the error is rectified and you are charged the correct amount i will also provide you with a discount code for your next purchase as a gesture of goodwill  okay that sounds better thank you for your help david supervisor youre welcome sir is there anything else i can assist you with today  no thats all thank you for your assistance supervisor it was my pleasure sir have a great day  you too goodbye supervisor goodbye
neutral, hi alex im trying to sign up for a laptop on your website but im having trouble using my corporate email id for signup  it says invalid email address please enter a valid email address  sure its johndoebrownboxcom after a few minutes  okay what is that  yes please  okay got it thank you so much for your help alex  no thats all thank you again for your assistance
neutral, hi sarah i need to return a shirt that i purchased from your website  sure my order number is bb67890  the shirt doesnt fit me well and i want to exchange it for a different size  okay can you guide me through the process  okay and how long will it take to process the exchange  alright and do i need to pay for the return shipping  okay thank you for your help sarah  no thats all for now  you too goodbye
neutral, hi sarah i recently purchased a bp monitor from your website and i am having trouble installing it can you help me with that  its a medisana bp monitor  yes i have but i am not able to get it to work i was wondering if brownbox is responsible for the installation or if its the brands responsibility  that would be great thank you  yes i have  yes i have  no i havent how do i do that  okay let me try that after a few minutes i have inserted the batteries again what should i do next  its still not working  okay thank you for your help sarah  no thats all for now goodbye
negative, hi im calling because i have an issue with the delivery of my computer monitor i received a notification that the package was delivered but i never received it i checked with my neighbors but no one has seen it im really upset because i need it for work  sure my order number is bb789012 and my registered email address is johnsmithemailcom  okay thank you  okay what does that mean  i need the monitor for work so i would like a replacement package as soon as possible  yes that works for me please schedule the delivery for tomorrow  no thats all thank you for your help  thank you you too goodbye
negative, hi emily im calling about my dishwasher order that was supposed to be delivered yesterday im frustrated because its already a day late and i havent received any updates about the delivery  yes my order number is 12345678 agent puts the  on hold for a few minutes  can you please tell me when i can expect the delivery  okay thats fine can you please make sure that the delivery is made as soon as possible  no thats all  goodbye
neutral, hi i just tried to log in to my account to buy a pair of shoes but im being prompted to verify my mobile number or email address why is that  oh i see but ive already verified my email address when i signed up do i have to verify it again  okay ill try to verify my mobile number then how do i do that  im not sure if i remember the country code for my mobile number can you help me with that  im in the united states  got it let me try that thank you for your help  no thats all thank you for your assistance  you too goodbye
negative, hi alex i am jane i recently received a power bank from brownbox but i would like to return it can you help me with the return process  sure my order number is bb123456789  yes the power bank is not working i tried to charge my phone with it but it didnt work  yes i tried troubleshooting it but its still not working  yes its brand new and hasnt been used except for the troubleshooting  yes that sounds good do i need to pay for the return shipping  sure my email address is janedoeexamplecom  actually i have a question about the return shipping pickup can i schedule a pickup for the power bank  yes please i would like to schedule a pickup for the power bank  no thats all for now thank you for your help alex  thank you alex you too goodbye
negative, hi sarah i am calling regarding my wet grinder that i purchased from your website i returned it but i havent received the refund in my bank account yet  my order number is bb12345 and i returned the product on 10th may 2021 agent puts the  on hold to check the status  but it has been more than two weeks now and i havent received the refund yet  yes i provided my bank account number and ifsc code for the refund agent puts the  on hold to check the bank details  what should i do in that case  okay i will check with my bank thank you for your help  no thats all for now  you too goodbye
neutral, hi alex im trying to sign up for an air conditioner on your website but its not accepting my phone number  sure its 447123456789  okay that works for me what do i need to do  okay im on the website now let me create an account after a few minutes  ive created my account but i cant seem to find the air conditioner i want to purchase  yes i want to purchase the cool breeze 5000 air conditioner  yes please  sure add the arctic chill 4000 to my cart  thank you alex youve been very helpful  no thats all thank you for your assistance
neutral, hi sarah im having trouble changing the email id linked to my account for a diaper i keep getting an error message  yes its johndoegmailcom  sure its 5551234567  yes i received the code and i entered it on the website agent puts the  on hold and checks the account details  yes i can receive text messages agent sends the verification code to the s mobile number  yes i received the code and i entered it on the website  yes its janedoegmailcom agent updates the email id on the account  yes i can log in now thank you so much for your help sarah  no thats all for now thank you again for your help  you too sarah goodbye
neutral, hi sarah i recently ordered a dslr camera from brownbox and i was wondering how i can get in touch with the courier service provider associated with the seller to track my order  sure the order number is bb123456 agent puts the  on hold briefly to check the order details  yes please  thank you so much sarah that was very helpful  no thats all i needed thanks again  you too sarah goodbye
negative, hi john i recently received a shirt i ordered from brownbox but it arrived damaged due to poor packaging im really frustrated and disappointed can you help me with a return or refund  sure my order number is bb12345 and the sku number is abc6789  is put on hold for 2 minutes  thank you for understanding what are my options for a return or refund  i would like to request a replacement  thats great how do i proceed with the replacement request  is transferred to the returns and refunds team returns and refunds agent hello this is mary from the returns and refunds team how may i assist you  hi mary i was transferred to you to request a replacement for a damaged shirt i received returns and refunds agent i see may i have your order number and sku number please  sure my order number is bb12345 and the sku number is abc6789 returns and refunds agent thank you for providing that information i have processed your replacement request and the item will be shipped to you within 35 business days is there anything else i can assist you with  no thats all for now thank you for your help mary returns and refunds agent youre welcome and i apologize for the inconvenience caused if you have any further questions or concerns please dont hesitate to reach out to us have a great day  thank you mary you too goodbye returns and refunds agent goodbye and take care
neutral, hi john im trying to log in to my account to purchase an electric cooker but im being asked to verify my mobile number or email address why is that  okay i understand but im having trouble verifying my email address can you help me with that  yes its johnexamplecom  i did that but its still not working what should i do now  it says verification link expired or invalid  sure agent puts the  on hold for a few minutes  okay let me check after a few minutes  yes i received the new verification link and its working now thank you john  yes im also having trouble verifying my mobile number can you help me with that  yes its 1 123 4567890  i did that but its still not working what should i do now  it says verification code expired or invalid  okay agent puts the  on hold for a few minutes  okay let me check after a few minutes  yes i received the new verification code and its working now thank you john  no thats all thank you for your help john
neutral, hi sarah i recently received a tshirt from your website but its the wrong size i would like to return it and receive a replacement can you help me with that  sure its bb123456 after a brief hold  okay that sounds reasonable how do i return the tshirt  that sounds great thank you for your help sarah  no thats all for now thank you again for your help  thank you sarah you too goodbye
negative, hi i ordered a pair of shoes from your website a week ago and i still havent received them can you tell me the status of my order  yeah my order number is 98765432 and my name is john smith  1014 days thats ridiculous i need those shoes for an event next week  sure the address is 123 main street anytown usa and my phone number is 5551234  this is unacceptable i paid extra for international shipping and now i wont even have my shoes in time for my event  no thats all i just want to know when i can expect my shoes to arrive  okay thanks for your help i guess
neutral, hi i recently purchased a washing machine from brownbox and i was wondering if you could help me with the installation process  yes my name is john smith and my order number is 123456789  yes i did receive them but im not sure if i can install it myself i was wondering if brownbox offers any installation service  okay that sounds good  yes i do have all the necessary tools  yes i do have all the necessary connections  i havent started the installation process yet as i was not sure if i could do it myself but now that you have provided me with the necessary information i will give it a try  thank you so much sarah i appreciate your help  no thats all thank you again
neutral, hi sarah i placed an order for a smart watch and i want to confirm if it has been processed  my name is jane and my order number is bb123456  great thank you for checking that  no thats all thank you for your help  you too goodbye
negative, hi i want to return my television it was delivered to me yesterday but the courier executive was extremely rude and unprofessional he mishandled the package and the tv has a scratch on it i want to return it and get a refund  my name is john and my order number is bb1234  he was extremely rude and unprofessional he mishandled the package and the tv has a scratch on it i was really disappointed with his behavior  is put on hold for a minute  okay that sounds good when will i get my refund  alright thats fine i just want to get this over with can you also make sure that the courier executive doesnt come to my house again  no thats all thank you for your help sarah  you too sarah goodbye
neutral, hi alex im having trouble logging into my account every time i try to enter the verification code for my sweatshirt order i get an error message saying that ive exceeded the number of attempts can you help me with that  my name is john and the email address associated with my account is john123gmailcom  yes my mobile number is 9876543210 and the email address that i used during the account registration process is john456gmailcom  yes the error message says you have exceeded the maximum number of attempts to enter the correct verification code please try again later  okay let me check ive received the email im following the instructions to reset my password now  okay ive reset my password and tried logging in again unfortunately im still getting the same error message  sure my order number is 1234567890 and the email address associated with that order is john123gmailcom  no thats all for now thanks for your help alex  you too alex goodbye
neutral, hi lisa im looking to purchase an external hard disk from your website i noticed that theres an instant cashback offer on the product could you tell me more about it  yes its the seagate 1tb external hard disk  that sounds good how do i avail of the offer  okay thats great is there a promo code or something i need to enter  alright got it and is there any minimum purchase amount to avail of the offer  okay thanks for clarifying that and when will i receive the cashback  thats great thank you for your help lisa  no thats all thanks again  you too goodbye
neutral, hi rachel i purchased a water purifier from your website a few months ago and now its not working correctly i think it might be a warranty issue can you help me with the warranty claim process  sure its 123456 agent puts the  on hold briefly to look up the information  okay please let me know what i need to do  okay that sounds good what documents do i need to provide for the warranty claim process  alright i will gather these documents and contact your  support center is there anything else i need to know  okay got it thank you for your help rachel  no thats all thank you again  you too rachel goodbye
negative, hi sarah i am calling to inquire about the refund for my recent order i had paid for it through cash on delivery and i need to know the status of my refund  sure its bb123456  how long does it usually take  alright i understand also i had returned a toy that i had purchased and i had paid for the courier charges when will i receive the reimbursement for that  yes its rt789012  okay thank you for your help  no thats all thank you for your assistance sarah  thank you sarah you too goodbye
neutral, hi alex i recently purchased a water purifier from your website and i was interested in signing up for an extended warranty can you help me with that  yes the order number is 12345 and the product name is brownbox water purifier  okay that sounds easy can you guide me through the process  okay i will do that is there anything else i need to know  okay i will keep that in mind thank you for your help alex  no thats all thank you again
negative, hi lisa i received a toy from brownbox but im having trouble installing it its a gift for my niece and i want to give it to her today but i cant figure out how to install it  yes the order number is bb123456789  its a brownbox kids play kitchen  yes i did but theyre not very clear i followed the instructions but i still cant get it to work  sure take your time  the sink faucet and the stove knobs i cant seem to get them to stay in place  okay let me try that  it worked the faucet is in place now  alright let me try that  it worked the stove knobs are in place now  no thats all thank you for your help lisa  thank you lisa you too goodbye
neutral, hi john i am calling regarding my recent purchase of an external hard disk i want to change the email id linked to my account  my mobile number is 1234567890 and the email address is johnemailcom  sure the verification code is 1234 after a few minutes  i want to update it to johnnyemailcom  yes i have access to that number after a few minutes  i have received the code it is 5678  no thats all thank you for your assistance  you too goodbye
negative, hi sarah i placed an order for a microwave oven and i need it urgently however i dont see any faster delivery options available for my location  sure my order number is 123456789 and my email address is abcgmailcom  on hold for 2 minutes  what do you mean i need the microwave oven urgently  thats not good enough i need it sooner than that  okay that might work can you please check  yes its 12345  on hold for 3 minutes  okay thats good can you please provide me with the store address and phone number  thank you ill go and pick it up myself  no thats all thank you for your help
negative, hi i purchased a headphone from brownbox but i lost the warranty card now i need to claim the warranty for my headphone but i dont have the warranty card can you help me with this  yes my order number is bb1234 and the headphone model is xyz  is put on hold for a minute  yes i purchased the headphone on 1st january 2021 and i paid with my credit card  yes the last four digits are 1234  okay thats fine can you please tell me the process to send the headphone  okay i understand can you please provide me with the address  alright got it thank you for your help  no thats all for now  thank you you too goodbye
neutral, hi john i want to add a new email address to my account to log in to my account for a sweatshirt  i want to use a new email address to log in to my account for a sweatshirt  my current registered email address is johndoeemailcom  okay got it can you guide me on how to do that  okay i will try that thank you for your help  no thats all thank you  you too john goodbye
negative, hi john i recently purchased a ceiling fan from your website and its not working correctly i want to know if the warranty applies to products purchased online  the model number is f1234 and i purchased it three months ago  the fan is making a lot of noise and the speed is not consistent  is put on hold for two minutes  yes ive tried to adjust the speed settings but its not working  sure my address is 123 main street and my phone number is 5551234  no thats all i appreciate your help john
negative, hi alex i am calling to inquire about my food processor that i received from brownbox a few days ago it is not working properly and i need to get it repaired or replaced  sure my order number is bb123456  the food processor is not turning on at all i have tried everything but its not working  is on hold for a couple of minutes  i would like a replacement please  my shipping address is 1234 main street anytown usa  no thats all but i am not happy with the service center denying my repair request  okay i appreciate that thank you for your help  you too goodbye
neutral, hi sarah i recently purchased a kitchen chimney from your website and i need to retrieve the warranty details for it can you help me with that  yes my order number is 123456789 and my email address is abcgmailcom  okay thats good to know can you also tell me what all is covered under the warranty  okay got it can you also guide me on how to claim the warranty if needed  alright that sounds good thank you for your help sarah
positive, hi sarah i recently ordered a pramstroller from brownbox and i wanted to confirm the order status  yes its bb789012 agent puts the  on hold briefly to check the order status  thats great to hear i was worried because i havent received any confirmation email or tracking information yet  sure its janesmithemailcom  i received the email thank you so much for your help sarah  no thats all for now i appreciate your help  you too sarah goodbye
neutral, hi rachel i have a question about the loyalty program and how to redeem my loyalty points while purchasing a refrigerator  my name is john smith and my loyalty program id is bblp12345  yes im looking at the samsung 4door refrigerator  okay that sounds good how do i redeem my loyalty points  okay got it what if i want to redeem my loyalty points for a different refrigerator  okay thanks for clarifying that one more thing how do i earn loyalty points  okay thats helpful thank you for your assistance rachel  no thats all thanks again  thank you you too goodbye
negative, hi john i have been trying to order a refrigerator from your website but its not available for shipping to my location can you help me with this  yes i am in new york  no i specifically want a refrigerator this is unacceptable why cant you ship it to new york  this is ridiculous i need a refrigerator urgently cant you make an exception for me  i dont have time for that this is a waste of my time i want to speak to your manager  is on hold for a few minutes manager hi this is mark how can i assist you today  hi mark i am really disappointed with your service i want to order a refrigerator but your agent informed me that its not available for shipping to my location manager im sorry to hear that sir may i have your location please  i am in new york manager yes sir i understand the issue as my colleague informed you we are experiencing some issues with our shipping partners which is causing a delay in delivering certain products to some locations however i can assure you that we are working to resolve this as soon as possible  this is unacceptable i need a refrigerator urgently manager i understand your urgency sir however as of now we are unable to ship refrigerators to your location i can suggest some local stores in your area where you may be able to purchase a refrigerator  i dont have time for that this is a waste of my time i am never going to order anything from your website again manager i apologize for the inconvenience sir i understand your frustration but please know that we are doing everything we can to resolve this issue is there anything else i can assist you with  no thats all goodbye manager im sorry to hear that sir thank you for your time goodbye
negative, hi john im calling because i received an invoice for my recent purchase of a washing machine and i think ive been overcharged  sure my order number is bb1234567 and i was charged 800 but i think the correct amount should have been 750 agent puts the  on hold to check the order details  i dont remember selecting an extended warranty can you please remove it from my bill and refund me the 50  yes please do agent transfers the call to the billing department billing agent hello this is the billing department how may i assist you  hi i received an invoice for my recent purchase of a washing machine and i think ive been overcharged for an extended warranty that i didnt select can you please help me with this billing agent im sorry to hear that can you please provide me with your order number and the amount you were charged  sure my order number is bb1234567 and i was charged 800 but i think the correct amount should have been 750 billing agent thank you for the information let me check your order details to see where the discrepancy lies please bear with me for a moment billing agent puts the  on hold to check the order details billing agent thank you for waiting i have reviewed your order and it appears that the extra charge is for the extended warranty you purchased with the washing machine the warranty costs 50 and was added to your total bill however if you did not select this warranty we can remove it from your bill and refund you the 50 can you please confirm if you would like us to do so  yes please remove the warranty from my bill and refund me the 50 billing agent noted i have processed the refund and you should see the amount credited to your account within the next 35 business days is there anything else i can assist you with  no thats all thank you for your help billing agent youre welcome if you have any further questions or concerns please dont hesitate to contact us have a great day  thank you you too goodbye billing agent goodbye
neutral, hi emily i recently purchased an air cooler from brownbox and i noticed that there is a mismatch in the warranty terms between the website and the physical warranty card can you help me with that  yes its xyz789  i purchased it on 1st july 2021 and the order number is bb987654  the website says that the warranty is for 12 months but the physical warranty card says its only for six months  sure i can hold agent puts the  on hold for a few minutes  okay thank you for clarifying that what should i do if i need to claim the warranty  my name is jane doe and my address is 4567 elm street anytown usa my phone number is 9876543210  thank you will i need to pay for anything  understood thank you for your help emily i appreciate it  no thats all for now thank you again
neutral, hi jane i recently purchased a water purifier from your website but i want to return it can you guide me through the process  the product is not suitable for my needs and i want a refund  yes i have used it for a week  thats fine when can i expect the refund  alright that sounds good can you initiate the return process now  yes its 123456789  okay thank you for your help  no thats all thank you
neutral, hi alex i recently bought a ceiling fan from your website and its not working properly i want to claim the warranty can you guide me through the process  sure its 987654321  the fan blades are not rotating at a consistent speed and theres a weird noise coming from the motor  okay ill do that is there anything else i need to do  alright ill do that too is there a specific format for the video  okay got it thanks for your help alex  no thats all thanks again
negative, hi my name is rachel and my order number is 123456789  yes i placed an order for a television and it was approved but it hasnt been shipped yet its been more than a week now and i havent received any updates on the delivery  is put on hold for a few minutes  thats not acceptable i need the television delivered as soon as possible  yes that would be great  is put on hold for a few minutes  okay thank you for your help i hope it arrives soon  no thats all for now  you too goodbye
negative, hi jane i need to change the address for the pickup of my shorts order  sure its bb123456  i recently moved to a new location and the current address is no longer valid  is put on hold for two minutes  what thats ridiculous i dont want to cancel the order cant you make an exception in this case  yes please do that  is put on hold for three minutes supervisor hello this is mark how can i assist you  hi mark i need to change the pickup address for my shorts order and your agent informed me that its not possible supervisor i apologize for the inconvenience can you please provide me with your order number  sure its bb123456 supervisor thank you for the information let me check if we can make an exception in this case  is put on hold for five minutes supervisor thank you for waiting i have spoken with our logistics team and they have informed me that its not possible to change the pickup address once the order is placed however we can cancel the order and place a new one with the updated address  i dont want to cancel the order this is ridiculous im never shopping from brownbox again supervisor im sorry to hear that but im afraid theres nothing else we can do in this case is there anything else i can assist you with  no thats all supervisor thank you for contacting brownbox  support have a good day  hangs up
neutral, hi i am trying to log in to the mobile app for my smart band but i am not able to do so  i am trying to log in with my mobile number  yes it is  no i havent do i need to reset my password  sure let me try that  is put on hold while the agent checks the account details  oh i see can you please help me link my mobile number to my account  yes its johndoegmailcom  yes the code is 123456  thank you so much for your help  no thats all for now thanks again
neutral, hi sarah i recently purchased a food processor from your website and i was wondering how i can determine the start date of the warranty  sure its bb987654321 agent puts the  on hold to check the order details  okay that makes sense thank you for letting me know  no thats all thank you for your help  thank you you too goodbye
negative, hi lisa i recently received a faulty air conditioner that i ordered from brownbox i would like to return it and get a replacement can you help me with that  sure its 123456789  the air conditioner is not cooling properly and the remote control is not working  no thats not okay i need the replacement urgently as the weather is too hot and i cant stay without an air conditioner after a few minutes  okay that sounds better thank you for your help  no thats all thank you for your assistance
negative, hi jane i am calling regarding my washing machine its not working correctly and i have requested a repair through the service center however they denied my request and i want to know what my options are  yes its 123456 agent puts the  on hold for a minute  yes i am aware of that however i was told that the service center would still repair it if its a minor issue  its not spinning correctly and the water is not draining properly  yes i have tried a few things but its not working  alright ill do that but im not happy with this situation i feel like i should not have to pay for the repair since its only six months old  okay ill take it to a repair shop and send you the estimate thank you for your help jane  thank you goodbye
negative, hi sarah i received a juicermixergrinder via cash on delivery but i am not satisfied with the product i want to return it and get a refund can you help me with the process  yes my order number is bb123456  the product is not working as expected and i am not satisfied with its quality  yes i have everything with me  okay but how long will it take to get my refund  thats a long time can you expedite the process  okay i understand can you help me with the return process  okay i will do that thank you for your help  no thats all thank you
negative, hi i received a smartwatch from brownbox but the package was already open when it was delivered i think someone tampered with it  yes my order number is bb12345 and the product is a samsung smartwatch  no the product seems fine but i dont want to take any chances i want to return it and get a new one  on hold for a minute  that sounds good but im worried about the refund how long will it take and will i get the full amount  okay thats fine can you please guide me on how to place a new order  thank you for your help youve been very understanding and helpful  no thats all thank you again  you too goodbye
neutral, hi sarah i recently received my refrigerator that i ordered from your website but it came with some freebies that i dont need can i return them along with the refrigerator  sure my order number is bb123456 the refrigerator is working fine but i dont need the freebies that came with it  its a set of refrigerator magnets and a food storage container set  okay thats fine can you tell me how to initiate the return process agent puts the  on hold to check the availability  okay i received the email do i need to pay for the return shipping  okay thats great thank you for your help sarah  no thats all for now  you too goodbye
negative, hi lily i received a toy from your website but its not what i expected i want to return it and get a refund  my name is emily and my order number is bb123456  the toy is not working correctly and my child is not enjoying it i want to return it and get my money back  is put on hold for a minute  okay thats good to hear how much refund will i get  okay that makes sense how do i return the toy  okay i will do that will i get a confirmation once the toy is received and the refund is issued  alright thank you for your help lily  no thats all for now thanks again
negative, hi alex im having an issue with my ceiling fan its not working and i think its still under warranty but i lost the warranty card and i dont know how to claim it  sure my order number is bb123456 agent puts the  on hold to check the account details  okay what details do you need  yes i have the model number but i dont remember the date of purchase and the issue is that the fan is not working at all  the model number is fan123 agent puts the  on hold to check the model details  thats great news but i lost the warranty card as i mentioned earlier will that be an issue  okay i understand that the model number is fan123 the date of purchase is two years ago and the issue is that the fan is not working at all  thank you so much alex you made it so easy for me i was worried that i lost the warranty card  no thats all for now thank you again  thank you you too goodbye
